X    C145 C145 X        3.6250   2  180.0
X    C145 C166 X        3.6250   2  180.0
X    C145 C501 X        3.5000   2  180.0
X    C145 C502 X        3.6250   2  180.0
X    C302 N300 X        1.9500   2  180.0
X    C500 C501 X        1.6750   2  180.0
X    C500 C514 X        6.5250   2  180.0
X    C501 C502 X        3.0000   2  180.0
X    C502 N503 X        1.5250   2  180.0
X    C506 N503 X        2.3250   2  180.0
X    C506 N511 X        5.0000   2  180.0
X    C507 C508 X        5.3750   2  180.0
X    C507 N511 X        2.4000   2  180.0
X    C509 N512 X        2.3250   2  180.0
X    C510 C510 X        5.3750   2  180.0
X    C514 N503 X        1.5000   2  180.0
C135 C136 C137 C135     0.6500   1    0.0
C135 C136 C137 C135    -0.0250   2  180.0
C135 C136 C137 C135     0.1000   3    0.0
C135 C136 C137 C224     0.6500   1    0.0
C135 C136 C137 C224    -0.0250   2  180.0
C135 C136 C137 C224     0.1000   3    0.0
C135 C136 C137 C283     0.6500   1    0.0
C135 C136 C137 C283    -0.0250   2  180.0
C135 C136 C137 C283     0.1000   3    0.0
C135 C136 C137 C293     0.6500   1    0.0
C135 C136 C137 C293    -0.0250   2  180.0
C135 C136 C137 C293     0.1000   3    0.0
C135 C136 C137 H140     0.1500   3    0.0
C135 C137 C135 H140     0.1500   3    0.0
C135 C137 C136 C224     0.6500   1    0.0
C135 C137 C136 C224    -0.0250   2  180.0
C135 C137 C136 C224     0.1000   3    0.0
C135 C137 C136 C283     0.6500   1    0.0
C135 C137 C136 C283    -0.0250   2  180.0
C135 C137 C136 C283     0.1000   3    0.0
C135 C137 C136 C293     0.6500   1    0.0
C135 C137 C136 C293    -0.0250   2  180.0
C135 C137 C136 C293     0.1000   3    0.0
C135 C137 C136 H140     0.1500   3    0.0
C135 C137 C224 C235    -0.8485   1    0.0
C135 C137 C224 C235    -0.2280   2  180.0
C135 C137 C224 C235     0.2925   3    0.0
C135 C137 C224 H140     0.1500   3    0.0
C135 C137 C224 N238     0.4225   1    0.0
C135 C137 C224 N238    -0.4810   2  180.0
C135 C137 C224 N238     0.3565   3    0.0
C135 C137 C283 C271    -0.8485   1    0.0
C135 C137 C283 C271    -0.2280   2  180.0
C135 C137 C283 C271     0.2925   3    0.0
C135 C137 C283 H140     0.1500   3    0.0
C135 C137 C283 N238     0.4225   1    0.0
C135 C137 C283 N238    -0.4810   2  180.0
C135 C137 C283 N238     0.3565   3    0.0
C135 C137 C293 C235    -0.8485   1    0.0
C135 C137 C293 C235    -0.2280   2  180.0
C135 C137 C293 C235     0.2925   3    0.0
C135 C137 C293 H140     0.1500   3    0.0
C135 C137 C293 N287     0.4225   1    0.0
C135 C137 C293 N287    -0.4810   2  180.0
C135 C137 C293 N287     0.3565   3    0.0
C135 C158 C224 C235    -0.8485   1    0.0
C135 C158 C224 C235    -0.2280   2  180.0
C135 C158 C224 C235     0.2925   3    0.0
C135 C158 C224 H140     0.1500   3    0.0
C135 C158 C224 N238     0.4225   1    0.0
C135 C158 C224 N238    -0.4810   2  180.0
C135 C158 C224 N238     0.3565   3    0.0
C135 C158 C283 C271    -0.8485   1    0.0
C135 C158 C283 C271    -0.2280   2  180.0
C135 C158 C283 C271     0.2925   3    0.0
C135 C158 C283 H140     0.1500   3    0.0
C135 C158 C283 N238     0.4225   1    0.0
C135 C158 C283 N238    -0.4810   2  180.0
C135 C158 C283 N238     0.3565   3    0.0
C135 C158 C293 C235    -0.8485   1    0.0
C135 C158 C293 C235    -0.2280   2  180.0
C135 C158 C293 C235     0.2925   3    0.0
C135 C158 C293 H140     0.1500   3    0.0
C135 C158 C293 N287     0.4225   1    0.0
C135 C158 C293 N287    -0.4810   2  180.0
C135 C158 C293 N287     0.3565   3    0.0
C135 C158 O154 H155    -0.1780   1    0.0
C135 C158 O154 H155    -0.0870   2  180.0
C135 C158 O154 H155     0.2460   3    0.0
C135 C224 C235 N238     0.5865   1    0.0
C135 C224 C235 N238     0.0945   2  180.0
C135 C224 C235 N238    -0.6000   3    0.0
C135 C224 C235 N239     0.2310   2  180.0
C135 C224 C235 O236     0.0000   1    0.0
C135 C224 N238 C235     0.2310   2  180.0
C135 C224 N238 H241     0.0000   1    0.0
C135 C235 N238 C223     1.1500   1    0.0
C135 C235 N238 C223     3.0445   2  180.0
C135 C235 N238 C224     1.1500   1    0.0
C135 C235 N238 C224     3.0445   2  180.0
C135 C235 N238 H241     2.4500   2  180.0
C135 C235 N239 C245     1.1500   1    0.0
C135 C235 N239 C245     3.0445   2  180.0
